clase,grupo,nombre
44420000,44400000,Artículos utilizados en la construcción
44430000,44400000,Blindaje
44440000,44400000,Cojinetes
44450000,44400000,Acero dulce
44460000,44400000,Estemples y puntales de mina
44470000,44400000,Productos de hierro fundido
44480000,44400000,Equipos diversos contra incendios
44510000,44500000,Herramientas
44520000,44500000,"Cerraduras, llaves y bisagras"
44530000,44500000,Elementos de sujeción
44540000,44500000,Cadenas
44550000,44500000,Muelles (resortes)
44610000,44600000,"Cisternas, depósitos, contenedores y recipientes a presión"
44620000,44600000,"Radiadores y calderas para calefacción central, y sus partes"
44810000,44800000,Pinturas
44820000,44800000,Barnices
44830000,44800000,"Mástiques, plastes de relleno, masillas y disolventes"
44910000,44900000,Piedra para construcción
44920000,44900000,"Piedra caliza, yeso y creta"
44930000,44900000,Pizarra
45110000,45100000,Trabajos de demolición de inmuebles y movimiento de tierras
45120000,45100000,Trabajos de perforación y sondeo
45210000,45200000,Trabajos de construcción de inmuebles
45220000,45200000,Obras de ingeniería y trabajos de construcción
45230000,45200000,"Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica, de autopistas, carreteras, aeródromos y vías férreas; trabajos de explanación"
45240000,45200000,Trabajos de construcción para proyectos hidráulicos
45250000,45200000,"Trabajos de construcción de plantas, de instalaciones para la minería y la industria y de edificios relacionados con la industria del gas y del petróleo"
45260000,45200000,Trabajos de techado y otros trabajos de construcción especializados
45310000,45300000,Trabajos de instalación eléctrica
45320000,45300000,Trabajos de aislamiento
45330000,45300000,Trabajos de fontanería
45340000,45300000,"Trabajos de instalación de barandillas, pasamanos y dispositivos de seguridad"
45350000,45300000,Instalaciones mecánicas
45410000,45400000,Trabajos de enlucido
45420000,45400000,Trabajos de instalación de carpintería de madera
45430000,45400000,Trabajos de revestimiento de suelos y paredes
45440000,45400000,Trabajos de pintura y acristalamiento
45450000,45400000,Otros trabajos de acabado de edificios
45510000,45500000,Alquiler de grúas con maquinista
45520000,45500000,Alquiler de maquinaria para movimiento de tierras con maquinista
48110000,48100000,Paquetes de software de puntos de venta
48120000,48100000,Paquetes de software de control de vuelos
48130000,48100000,Paquetes de software de apoyo en tierra y de ensayos para la aviación
48140000,48100000,Paquetes de software de control del tráfico ferroviario
48150000,48100000,Paquetes de software de control industrial
48160000,48100000,Paquetes de software de bibliotecas
48170000,48100000,Paquetes de software de conformidad
48180000,48100000,Paquetes de software médico
48190000,48100000,Paquetes de software educativo
48210000,48200000,Paquetes de software de conexión en red
48220000,48200000,Paquetes de software de Internet e intranet
48310000,48300000,Paquetes de software de creación de documentos
48320000,48300000,Paquetes de software de dibujo y tratamiento de imágenes
48330000,48300000,Paquetes de software de planificación y productividad
48410000,48400000,Paquetes de software de gestión de inversiones y elaboración de declaraciones fiscales
48420000,48400000,Paquetes de software de gestión de instalaciones y «suite» de paquetes de software
48430000,48400000,Paquetes de software de gestión de inventarios
48440000,48400000,Paquetes de software de análisis financiero y contabilidad
48450000,48400000,Paquetes de software de contabilización del tiempo o recursos humanos
48460000,48400000,"Paquetes de software analítico, científico, matemático o predictivo"
48470000,48400000,Paquetes de software de subastas
48480000,48400000,"Paquetes de software de ventas, mercadotecnia e inteligencia empresarial"
48490000,48400000,Paquetes de software de contratación administrativa
48510000,48500000,Paquetes de software de comunicación
48520000,48500000,Paquetes de software multimedia
48610000,48600000,Sistemas de bases de datos
48620000,48600000,Sistemas operativos
48710000,48700000,Paquetes de software de copia de seguridad o recuperación
48720000,48700000,Paquetes de software de código de barras
48730000,48700000,Paquetes de software de seguridad
48740000,48700000,Paquetes de software de traducción de lenguas extranjeras
48750000,48700000,Paquetes de software de carga de medios de almacenamiento
48760000,48700000,Paquetes de software de protección antivirus
48770000,48700000,"Paquetes de software de utilidades generales, de compresión y de impresión"
48780000,48700000,"Paquetes de software de gestión de sistemas, almacenamiento y contenido"
48790000,48700000,Paquetes de software de comprobación de versiones
48810000,48800000,Sistemas de información
48820000,48800000,Servidores
48910000,48900000,"Paquetes de software de juegos informáticos, juegos para la familia y salvapantallas"
48920000,48900000,Paquetes de software ofimático
48930000,48900000,Paquetes de software de formación y entretenimiento
48940000,48900000,Paquetes de software de diseños y calendario
48950000,48900000,Sistema de localización de barcos y de megafonía
48960000,48900000,Paquetes de software de controladores y sistemas
48970000,48900000,Paquetes de software para imprenta
48980000,48900000,Lenguajes y herramientas de programación
48990000,48900000,Paquetes de software de hoja de cálculo y de mejora de hoja de cálculo
50110000,50100000,Servicios de reparación y mantenimiento de vehículos de motor y equipo asociado
50190000,50100000,Servicios de demolición de vehículos
50210000,50200000,Servicios de reparación y mantenimiento y servicios asociados relacionados con aeronaves y otros equipos
50220000,50200000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con vías férreas y otros equipos"
50230000,50200000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con carreteras y otros equipos"
50240000,50200000,"Servicios de reparación, mantenimiento y servicios asociados relacionados con equipos navales y otros equipos"
50310000,50300000,Mantenimiento y reparación de máquinas de oficina
50320000,50300000,Servicios de reparación y mantenimiento de ordenadores personales
50330000,50300000,Servicios de mantenimiento de equipo de telecomunicación
50340000,50300000,Servicios de reparación y mantenimiento de equipos audiovisual y óptico
50410000,50400000,"Servicios de reparación y mantenimiento de aparatos de medida, pruebas y verificación"
50420000,50400000,Servicios de reparación y mantenimiento de aparatos médicos y quirúrgicos
50430000,50400000,Servicios de reparación y mantenimiento de equipos de precisión
50510000,50500000,"Servicios de reparación y mantenimiento de bombas, válvulas, grifos y contenedores de metal"
50530000,50500000,Servicios de reparación y mantenimiento de maquinaria
50610000,50600000,Servicios de reparación y mantenimiento de equipos de seguridad
50620000,50600000,Servicios de reparación y mantenimiento de armas de fuego y munición
50630000,50600000,Servicios de reparación y mantenimiento de vehículos militares
50640000,50600000,Servicios de reparación y mantenimiento de buques de guerra
50650000,50600000,"Servicios de reparación y mantenimiento de aeronaves militares, misiles y naves espaciales"
50660000,50600000,Servicios de reparación y mantenimiento de sistemas electrónicos militares
50710000,50700000,Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios
50720000,50700000,Servicios de reparación y mantenimiento de calefacción central
50730000,50700000,Servicios de reparación y mantenimiento de grupos refrigeradores
50740000,50700000,Servicios de reparación y mantenimiento de escaleras mecánicas
50750000,50700000,Servicios de mantenimiento de ascensores
50760000,50700000,Reparación y mantenimiento de aseos públicos
50810000,50800000,Servicios de reparación de joyería
50820000,50800000,Servicios de reparación de artículos personales de cuero
50830000,50800000,Servicios de reparación de ropa y tejidos
50840000,50800000,Servicios de reparación y mantenimiento de armas y sistemas de armas
50850000,50800000,Servicios de reparación y mantenimiento de mobiliario
50860000,50800000,Servicios de reparación y mantenimiento de instrumentos musicales
50870000,50800000,Servicios de reparación y mantenimiento de equipos de terrenos de juegos
50880000,50800000,Servicios de reparación y mantenimiento de equipos de hostelería y restaurante
51110000,51100000,Servicios de instalación de equipo eléctrico
51120000,51100000,Servicios de instalación de equipos mecánicos
51130000,51100000,"Servicios de instalación de generadores de vapor, turbinas, compresores y quemadores"
51140000,51100000,Servicios de instalación de motores
51210000,51200000,Servicios de instalación de equipo de medida
51220000,51200000,Servicios de instalación de equipo de verificación
51230000,51200000,Servicios de instalación de equipo de pruebas
51240000,51200000,Servicios de instalación de equipo de navegación
51310000,51300000,"Servicios de instalación de equipos de radio, televisión, sonido y vídeo"
51320000,51300000,Servicios de instalación de transmisores de radio y televisión
51330000,51300000,Servicios de instalación de aparatos de radiotelefonía
51340000,51300000,Servicios de instalación de equipo de telefonía por hilo
51350000,51300000,Servicios de instalación de equipo de telegrafía por hilo
51410000,51400000,Servicios de instalación de equipo médico
51420000,51400000,Servicios de instalación de equipo quirúrgico
51430000,51400000,Servicios de instalación de equipo técnico de laboratorio
51510000,51500000,Servicios de instalación de maquinaria y equipos de uso general
51520000,51500000,Servicios de instalación de maquinaria agrícola y forestal
51530000,51500000,Servicios de instalación de máquinas herramienta
51540000,51500000,Servicios de instalación de maquinaria y equipos para usos especiales
51550000,51500000,Servicios de instalación de sistemas de armas
51610000,51600000,Servicios de instalación de ordenadores y de equipo para procesamiento de la información
51620000,51600000,Servicios de instalación de equipo de oficina
51810000,51800000,Servicios de instalación de cisternas
51820000,51800000,Servicios de instalación de depósitos
55110000,55100000,Servicios de alojamiento hotelero
55120000,55100000,Servicios de reuniones y congresos en hoteles
55130000,55100000,Otros servicios hoteleros
55210000,55200000,Servicios de albergues juveniles
55220000,55200000,Servicios para acampada
55240000,55200000,Servicios de centros de vacaciones y hogares de vacaciones
55250000,55200000,Servicios de arrendamiento de alojamiento amueblado de corta duración
55260000,55200000,Servicios de coches cama
55270000,55200000,Servicios prestados por establecimientos de alojamiento que ofrecen cama y desayuno
55310000,55300000,Servicios de camareros de restaurante
55320000,55300000,Servicios de suministro de comidas
55330000,55300000,Servicios de cafetería
55410000,55400000,Servicios de gestión de bares
55510000,55500000,Servicios de cantina
55520000,55500000,Servicios de suministro de comidas desde el exterior
60120000,60100000,Servicios de taxi
60130000,60100000,Servicios especiales de transporte de pasajeros por carretera
60140000,60100000,Transporte no regular de pasajeros
60150000,60100000,Transporte de pasajeros en vehículos de tracción animal
60160000,60100000,Transporte de correspondencia por carretera
60170000,60100000,Alquiler de vehículos para el transporte de pasajeros con conductor
60180000,60100000,Alquiler de vehículos de transporte de mercancías con conductor
60210000,60200000,Servicios de transporte público por ferrocarril
60220000,60200000,Transporte de correspondencia por ferrocarril
60410000,60400000,Servicios de transporte aéreo regular
60420000,60400000,Servicios de transporte aéreo no regular
60440000,60400000,Servicios aéreos y servicios conexos
60510000,60500000,Servicios de lanzamiento de satélites
60520000,60500000,Servicios de carga útil experimental
60610000,60600000,Servicios de transporte en transbordador
60620000,60600000,Transporte de correspondencia por vías navegables
60630000,60600000,Servicios de embarcaciones para tendido de cables
60640000,60600000,Transportes marítimos
60650000,60600000,Alquiler de medios de transporte por vías navegables con tripulación
63110000,63100000,Servicios de manipulación de la carga
63120000,63100000,Servicios de almacenamiento y depósito
63510000,63500000,Servicios de agencias de viajes y servicios similares
63520000,63500000,Servicios de compañía de transporte
63710000,63700000,Servicios complementarios para el transporte terrestre
63720000,63700000,Servicios complementarios para transporte por vías navegables
63730000,63700000,Servicios complementarios para el transporte aéreo
64110000,64100000,Servicios postales
64120000,64100000,Servicios de correo rápido
64210000,64200000,Servicios telefónicos y de transmisión de datos
64220000,64200000,"Servicios de telecomunicaciones, excepto servicios telefónicos y de transmisión de datos"
65110000,65100000,Distribución de agua
65120000,65100000,Explotación de una planta depuradora de agua
65130000,65100000,Explotación del suministro de agua
65210000,65200000,Distribución de gas
65310000,65300000,Distribución de electricidad
65320000,65300000,Explotación de instalaciones eléctricas
65410000,65400000,Explotación de una central eléctrica
66110000,66100000,Servicios bancarios
66120000,66100000,Servicios bancarios de inversiones y servicios relacionados
66130000,66100000,Servicios de corretaje y servicios relativos a valores y mercancías
66140000,66100000,Servicios de gestión de cartera
66150000,66100000,Servicios de administración de los mercados financieros
66160000,66100000,Servicios fiduciarios y de custodia
66170000,66100000,"Servicios de asesoramiento financiero, de procesamiento de transacciones financieras y de cámara de compensación"
66180000,66100000,Servicios de cambio de divisas
66190000,66100000,Servicios de corretaje de prestamos
66510000,66500000,Servicios de seguros
66520000,66500000,Servicios de pensiones
66710000,66700000,Servicios de reaseguro de vida
66720000,66700000,Servicios de reaseguro de accidente y enfermedad
70110000,70100000,Servicios de promoción de bienes raíces
70120000,70100000,Compraventa de bienes raíces
70130000,70100000,Servicios de arrendamiento de bienes raíces propios
70210000,70200000,Residential property renting or leasing services
70220000,70200000,Servicios de alquiler o arrendamiento financiero relativos a bienes raíces no residenciales propios
70310000,70300000,Servicios de alquiler o venta de edificios
70320000,70300000,Servicios de alquiler o venta de terrenos
70330000,70300000,Servicios de administración de bienes raíces a comisión o por contrato
70340000,70300000,Servicios relacionados con la multipropiedad
71210000,71200000,Servicios de asesoramiento en arquitectura
71220000,71200000,Servicios de diseño arquitectónico
71230000,71200000,Servicios de organización de concursos de proyectos de arquitectura
71240000,71200000,"Servicios de arquitectura, ingeniería y planificación"
71250000,71200000,"Servicios de arquitectura, ingeniería y agrimensura"
71310000,71300000,Servicios de consultoría en ingeniería y construcción
71320000,71300000,Servicios de diseño técnico
71330000,71300000,Servicios diversos de ingeniería
71340000,71300000,Servicios integrados de ingeniería
71350000,71300000,Servicios científicos y técnicos relacionados con la ingeniería
71410000,71400000,Servicios de urbanismo
71420000,71400000,Servicios de arquitectura paisajística
71510000,71500000,Servicios de estudio del emplazamiento
71520000,71500000,Servicios de supervisión de obras
71530000,71500000,Servicios de consultoría en materia de construcción
71540000,71500000,Servicios de gestión de obras
71550000,71500000,Servicios de herrería
71610000,71600000,Servicios de ensayo y análisis de composición y pureza
71620000,71600000,Servicios de análisis
71630000,71600000,Servicios de inspección y ensayo técnicos
71730000,71700000,Servicios de inspección industrial
72110000,72100000,Servicios de consultoría en la selección del equipo informático
72120000,72100000,Servicios de consultoría en recuperación de equipo informático en caso de catástrofe
72130000,72100000,Servicios de consultoría en planificación de instalaciones informáticas
72140000,72100000,Servicios de consultoría en pruebas de aceptación de equipo informático
72150000,72100000,Servicios de consultoría en auditoría informática y en equipo informático
72210000,72200000,Servicios de programación de paquetes de «software»
72220000,72200000,Servicios de consultoría en sistemas y consultoría técnica
72230000,72200000,Servicios de desarrollo de «software» personalizado
72240000,72200000,Servicios de análisis de sistemas y de programación
72250000,72200000,Servicios de sistemas y apoyo
72260000,72200000,Servicios relacionados con el «software»
72310000,72300000,Servicios de tratamiento de datos
72320000,72300000,Servicios relacionados con bases de datos
72330000,72300000,Servicios de normalización y clasificación de contenidos o datos
72410000,72400000,Servicios de proveedor
72420000,72400000,Servicios de desarrollo de Internet
72510000,72500000,Servicios de gestión relacionados con la informática
72540000,72500000,Servicios de actualización informática
72590000,72500000,Servicios profesionales relacionados con la informática
72610000,72600000,Servicios de apoyo informático
72710000,72700000,Servicios de red local
72720000,72700000,Servicios de red de amplia cobertura
72810000,72800000,Servicios de auditoría informática
72820000,72800000,Servicios de ensayo informático
72910000,72900000,Servicios de copia de seguridad
72920000,72900000,Servicios de conversión informática de catálogos
73110000,73100000,Servicios de investigación
73120000,73100000,Servicios de desarrollo experimental
73210000,73200000,Servicios de consultoría en investigación
73220000,73200000,Servicios de consultoría en desarrollo
73410000,73400000,Investigación y tecnología militares
73420000,73400000,Estudio de previabilidad y demostración tecnológica
73430000,73400000,Ensayo y evaluación
75110000,75100000,Servicios públicos generales
75120000,75100000,Servicios administrativos de agencias
75130000,75100000,Servicios de apoyo a los poderes públicos
75210000,75200000,Servicios de asuntos exteriores y otros servicios
75220000,75200000,Servicios de defensa
75230000,75200000,Servicios de justicia
75240000,75200000,Servicios de seguridad y orden públicos
75250000,75200000,Servicios de los cuerpos de bomberos y servicios de rescate
75310000,75300000,Servicios de prestaciones sociales
75320000,75300000,Planes de pensiones de empleados públicos
75330000,75300000,Prestaciones familiares
75340000,75300000,Prestaciones por hijos a cargo
76110000,76100000,Servicios relacionados con la extracción de gas
76120000,76100000,Servicios de buceo relacionados con la extracción de gas
76210000,76200000,Servicios relacionados con la extracción de petróleo
76310000,76300000,Servicios de perforación relacionados con la extracción de gas
76320000,76300000,Servicios de perforación en alta mar
76330000,76300000,Servicios de turbosondeo
76340000,76300000,Perforación con extracción de testigos
76410000,76400000,Servicios de revestimiento y entubado de pozos
76420000,76400000,Servicios de cementación de pozos
76430000,76400000,Servicios de perforación y explotación de pozos
76440000,76400000,Servicios de diagrafía del sondeo
76450000,76400000,Servicios de gestión de pozos
76460000,76400000,Servicios de asistencia para pozos
76470000,76400000,Servicios de pruebas en pozos
76480000,76400000,Servicios de entubado
76490000,76400000,Servicios de terminación de pozos
76510000,76500000,Servicios prestados en la costa
76520000,76500000,Servicios prestados en alta mar
76530000,76500000,Servicios de fondo de pozo
77110000,77100000,Servicios relacionados con la producción agrícola
77120000,77100000,Servicios de producción de compost
77210000,77200000,Servicios de explotación forestal
77220000,77200000,Servicios de impregnación de madera
77230000,77200000,Servicios relacionados con la silvicultura
77310000,77300000,Servicios de plantación y mantenimiento de zonas verdes
77320000,77300000,Servicios de mantenimiento de campos deportivos
77330000,77300000,Servicios de exposición floral
77340000,77300000,Poda de árboles y setos
77510000,77500000,Servicios de propagación de animales de caza
77610000,77600000,Servicios de trampas
77810000,77800000,Servicios de maricultura
77820000,77800000,Servicios de ostricultura
77830000,77800000,Servicios de cultivo de mariscos
77840000,77800000,Servicios de cría de camarones
77850000,77800000,Servicios de piscicultura
79110000,79100000,Servicios de asesoría y representación jurídicas
79120000,79100000,Servicios de consultoría en patentes y derechos de autor
79130000,79100000,Servicios de documentación y certificación jurídicas
79140000,79100000,Servicios de asesoría e información jurídica
79210000,79200000,Servicios de contabilidad y auditoría
79220000,79200000,Servicios fiscales
79310000,79300000,Servicios de estudios de mercado
79320000,79300000,Servicios de encuestas de opinión pública
79330000,79300000,Servicios estadísticos
79340000,79300000,Servicios de publicidad y de marketing
79410000,79400000,Servicios de consultoría comercial y en gestión
79420000,79400000,Servicios relacionados con la gestión
79430000,79400000,Servicios de gestión de crisis
79510000,79500000,Servicios de contestación de llamadas telefónicas
79520000,79500000,Servicios de reprografía
79530000,79500000,Servicios de traducción
79540000,79500000,Servicios de interpretación
79550000,79500000,"Servicios de mecanografía, tratamiento de textos y autoedición"
79560000,79500000,Servicios de archivo
79570000,79500000,Servicios de recopilación de listas de direcciones y servicios de envío por correo
79610000,79600000,Servicios de colocación de personal
79620000,79600000,"Servicios de suministro de personal, incluido personal temporal"
79630000,79600000,"Servicios de personal, excepto servicios de colocación y suministro de personal"
79710000,79700000,Servicios de seguridad
79720000,79700000,Servicios de investigación (criminológica)
79810000,79800000,Servicios de impresión
79820000,79800000,Servicios relacionados con la impresión
79910000,79900000,Servicios de grupos holding
79920000,79900000,Servicios de empaquetado y servicios conexos
79930000,79900000,Servicios especializados de diseño
79940000,79900000,Servicios de agencias de recaudación de fondos
79950000,79900000,"Servicios de organización de exposiciones, ferias y congresos"
79960000,79900000,Servicios de fotografía y servicios auxiliares
79970000,79900000,Servicios de edición
79980000,79900000,Servicios de suscripción
79990000,79900000,Servicios comerciales diversos
80110000,80100000,Servicios de enseñanza preescolar
80210000,80200000,Servicios de enseñanza secundaria técnica y profesional
80310000,80300000,Servicios de enseñanza para la juventud
80320000,80300000,Servicios de enseñanza médica
80330000,80300000,Servicios de enseñanza en temas de seguridad
80340000,80300000,Servicios de educación especial
80410000,80400000,Servicios escolares diversos
80420000,80400000,Servicios de aprendizaje electrónico
80430000,80400000,Servicios de enseñanza universitaria para adultos
80490000,80400000,Explotación de un centro educacional
80510000,80500000,Servicios de formación especializada
80520000,80500000,Instalaciones para la formación
80530000,80500000,Servicios de formación profesional
80540000,80500000,Servicios de formación en materia ambiental
80550000,80500000,Servicios de formación en materia de seguridad
80560000,80500000,Servicios de formación en materia de salud y primeros auxilios
80570000,80500000,Servicios de formación para el perfeccionamiento personal
80580000,80500000,Provisión de cursos de idiomas
80590000,80500000,Servicios de tutoría
80610000,80600000,Formación y simulación en materia de equipos de seguridad
80620000,80600000,Formación y simulación en materia de armas de fuego y munición
80630000,80600000,Formación y simulación en materia de vehículos militares
80640000,80600000,Formación y simulación en materia de buques de guerra
80650000,80600000,"Formación y simulación en materia de aeronaves, misiles y naves espaciales"
80660000,80600000,Formación y simulación en materia de sistemas electrónicos militares
85110000,85100000,Servicios hospitalarios y servicios conexos
85120000,85100000,Servicios de ejercicio de la medicina y servicios conexos
85130000,85100000,Servicios de odontología y servicios conexos
85140000,85100000,Servicios varios de salud
85150000,85100000,Servicios de imaginería
85160000,85100000,Servicios ópticos
85170000,85100000,Servicios de acupuntura y quiropráctica
85210000,85200000,Guarderías para animales de compañía
85310000,85300000,Servicios de asistencia social
85320000,85300000,Servicios sociales
90410000,90400000,Servicios de retirada de aguas residuales
90420000,90400000,Servicios de tratamiento de aguas residuales
90430000,90400000,Servicios de utilización de aguas residuales
90440000,90400000,Servicios de tratamiento de pozos negros
90450000,90400000,Servicios de tratamiento de fosas sépticas
90460000,90400000,Servicios de vaciado de pozos negros y fosas sépticas
90470000,90400000,Servicios de limpieza de alcantarillas
90480000,90400000,Servicios de gestión de alcantarillados
90490000,90400000,Servicios de inspección de alcantarillas y de asesoramiento en materia de aguas residuales
90510000,90500000,Eliminación y tratamiento de desperdicios
90520000,90500000,"Servicios de residuos radiactivos, tóxicos, médicos y peligrosos"
90530000,90500000,Explotación de una instalación de vertido de desechos
90610000,90600000,Servicios de limpieza y barrido de calles
90620000,90600000,Servicios de limpieza y eliminación de nieve
90630000,90600000,Servicios de limpieza y eliminación de hielo
90640000,90600000,Servicios de limpieza y vaciado de sumideros
90650000,90600000,Servicios de retirada de amianto
90660000,90600000,Servicios de eliminación del plomo
90670000,90600000,Servicios de desinfección y exterminio en áreas urbanas o rurales
90680000,90600000,Servicios de limpieza de playas
90690000,90600000,Servicios de limpieza de pintadas
90710000,90700000,Gestión medioambiental
90720000,90700000,Protección del medio ambiente
90730000,90700000,Rastreo y seguimiento de la contaminación y rehabilitación
90740000,90700000,Servicios de rastreo y seguimiento de productos contaminantes y rehabilitación
90910000,90900000,Servicios de limpieza
90920000,90900000,Servicios de higienización de instalaciones
92110000,92100000,Servicios de producción de películas de cine y videocintas y servicios conexos
92120000,92100000,Servicios de distribución de películas cinematográficas o videocintas
92130000,92100000,Servicios de proyección cinematográfica
92140000,92100000,Servicios de proyección de videocintas
92210000,92200000,Servicios de radio
92220000,92200000,Servicios de televisión
92230000,92200000,Servicios de radio y televisión por cable
92310000,92300000,Servicios de creación e interpretación de obras artísticas y literarias
92320000,92300000,Servicios de explotación de instalaciones artísticas
92330000,92300000,Servicios de zona recreativa
92340000,92300000,Servicios de baile y de diversión
92350000,92300000,Servicios de juegos de azar y apuestas
92360000,92300000,Servicios de pirotecnia
92370000,92300000,Técnico de sonido
92510000,92500000,Servicios de bibliotecas y archivos
92520000,92500000,Servicios de museos y de preservación de lugares y edificios históricos
92530000,92500000,Servicios de jardines botánicos y zoológicos y de reservas naturales
92610000,92600000,Servicios de explotación de instalaciones deportivas
92620000,92600000,Servicios relacionados con los deportes
98110000,98100000,"Servicios proporcionados por organizaciones comerciales, profesionales y asociaciones especializadas"
98120000,98100000,Servicios prestados por sindicatos
98130000,98100000,Servicios diversos prestados por asociaciones
98310000,98300000,Servicios de lavado y limpieza en seco
98320000,98300000,Servicios de peluquería y tratamiento de belleza
98330000,98300000,Servicios relacionados con el bienestar físico
98340000,98300000,Servicios de alojamiento y de oficina
98350000,98300000,Servicios de instalaciones municipales
98360000,98300000,Servicios marítimos
98370000,98300000,Servicios funerarios y servicios conexos
98380000,98300000,Servicios de perrera
98390000,98300000,Otros servicios
98510000,98500000,Servicios de trabajadores del comercio y la industria
98910000,98900000,Servicios específicos de organizaciones y entidades extraterritoriales.
